candidate_id,problem_id,question,prompt,gold_subquestion,raw_candidate,candidate_clean,source_type,generator_label,generator_model,generator_mode,checkpoint_requested,checkpoint_resolved,decoding,max_input_length,max_new_tokens,known_label,teacher_label,teacher_reason,teacher_raw
26a72b61ec8ad4839dfe,6ed3346ff919b01b,"Gwendolyn can read 200 sentences of a book in 1 hour. She just brought a book from the library, having 20 paragraphs per page. What's the total time Gwendolyn will take to read the book if each paragraph has 10 sentences and the book has 50 pages?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Gwendolyn can read 200 sentences of a book in 1 hour. She just brought a book from the library, having 20 paragraphs per page. What's the total time Gwendolyn will take to read the book if each paragraph has 10 sentences and the book has 50 pages?  Given that we know the answer to the following questions: How many paragraphs are there in the book?  Next subquestion:",How many sentences are in the book?,How many sentences are in the book?,How many sentences are in the book?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
23e3a470841cf122fde7,5a58631fd914fd18,"Mia is buying Christmas gifts for her family. She has spent $30 on each of her 3 siblings, and the rest of her spending was for her parents. If Mia spent a total of $150 on Christmas gifts and each of her parents received gifts of equal value, how much money, in dollars, did she spend on each parent’s gift?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Mia is buying Christmas gifts for her family. She has spent $30 on each of her 3 siblings, and the rest of her spending was for her parents. If Mia spent a total of $150 on Christmas gifts and each of her parents received gifts of equal value, how much money, in dollars, did she spend on each parent’s gift?  Given that we know the answer to the following questions: How much money did Mia spend on her siblings in total?  Next subquestion:",How much money did Mia spend on her parents in total?,How much money did Mia spend on her parents in total?,How much money did Mia spend on her parents in total?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
1f229ef43e0c609effa1,ea5cae7f4ad84280,"Ziggy is a club DJ. Typically, Ziggy gets 30 song requests every night. Half the songs requested are electropop. A third of that amount are requests for dance music. Five song requests are rock music, and song requests for oldies are three less in number than rock requests. Ziggy plays a DJ’s choice song half the number of times he plays an oldie. Ziggy also sometimes gets rap song requests. Typically, how many rap songs does Ziggy get requested every night?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Ziggy is a club DJ. Typically, Ziggy gets 30 song requests every night. Half the songs requested are electropop. A third of that amount are requests for dance music. Five song requests are rock music, and song requests for oldies are three less in number than rock requests. Ziggy plays a DJ’s choice song half the number of times he plays an oldie. Ziggy also sometimes gets rap song requests. Typically, how many rap songs does Ziggy get requested every night?  Given that we know the answer to the following questions: How many electropop song requests does Ziggy get every night?  Next subquestion:",How many dance music song requests does Ziggy get every night?,How many dance music song requests does Ziggy get every night?,How many dance music song requests does Ziggy get every night?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
58b372f54b4f354bbd7a,28aff34c7c61ea7f,"An animal shelter recently took in twelve cats. The shelter already had half that number of cats. Two days later, three had been adopted. The next day, one of the cats had five kittens, and one person arrived to pick up one of the cats that was their missing pet. How many cats does the shelter have now?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: An animal shelter recently took in twelve cats. The shelter already had half that number of cats. Two days later, three had been adopted. The next day, one of the cats had five kittens, and one person arrived to pick up one of the cats that was their missing pet. How many cats does the shelter have now?  Given that we know the answer to the following questions: How many cats did the shelter already have before taking in the new cats?  Next subquestion:",How many cats are there after taking in the new cats?,How many cats are there after taking in the new cats?,How many cats are there after taking in the new cats?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
7b6debb9af517c3f98df,1eefca4800f926fa,"There are 336 books in a library. On Monday, 124 books are taken out. On Tuesday, 22 books are brought back. How many books are there now?","You are given a math word problem.
  Your task is to produce the one subquestion you need to answer in order to solve the problem. Do not solve the full problem. Do not output anything except the subquestion.
  Problem: There are 336 books in a library. On Monday, 124 books are taken out. On Tuesday, 22 books are brought back. How many books are there now?  Only subquestion:",How many books are left in the library at the end of Monday?,How many books are left in the library at the end of Monday?,How many books are left in the library at the end of Monday?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
a2d6ab2703e04dd228d0,a5935619f5b7abf9,"Toby’s father gave him $343 for passing the test. Toby decided to share it with his two brothers, so he gave each of them 1/7 of $343. How many dollars are left for Toby?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Toby’s father gave him $343 for passing the test. Toby decided to share it with his two brothers, so he gave each of them 1/7 of $343. How many dollars are left for Toby?  Given that we know the answer to the following questions: How much money did Toby give to each of his brothers?  Next subquestion:",How much money did Toby give to both of his brothers in total?,How much money did Toby give to both of his brothers in total?,How much money did Toby give to both of his brothers in total?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
7b5642fcae72c2e62373,f6e4121f6eeb1855,"Big Dig Mining Company mines three different types of ore: copper, iron, and nickel. Across all their mines, 10% of their output is nickel, 60% is iron, and the rest is copper. They mine 720 tons of nickel a day. How many tons of copper does Big Dig Mining Company mine daily?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Big Dig Mining Company mines three different types of ore: copper, iron, and nickel. Across all their mines, 10% of their output is nickel, 60% is iron, and the rest is copper. They mine 720 tons of nickel a day. How many tons of copper does Big Dig Mining Company mine daily?  Given that we know the answer to the following questions: How many tons of ore does Big Dig Mining Company mine daily?  Next subquestion:",What percentage of Big Dig’s output is copper?,What percentage of Big Dig’s output is copper?,What percentage of Big Dig’s output is copper?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
e492a785ac0fe78fa866,b515397648caf88a,"Jan is making candy necklaces for herself and a few friends. Everyone receives a candy necklace each and each candy necklace is made up of 10 pieces of candies. The pieces of candies come from blocks of candy, which each produce 30 pieces of candy. If Jan breaks down 3 blocks of candy and every single piece of candy from this is used in the candy necklaces, how many friends receive a candy necklace?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Jan is making candy necklaces for herself and a few friends. Everyone receives a candy necklace each and each candy necklace is made up of 10 pieces of candies. The pieces of candies come from blocks of candy, which each produce 30 pieces of candy. If Jan breaks down 3 blocks of candy and every single piece of candy from this is used in the candy necklaces, how many friends receive a candy necklace?  Given that we know the answer to the following questions: How many pieces of candy are there in total from 3 blocks of candy?  Next subquestion:",How many candy necklaces can Jan make with 90 pieces of candy?,How many candy necklaces can Jan make with 90 pieces of candy?,How many candy necklaces can Jan make with 90 pieces of candy?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
6fd7639f8211d2e87393,2659091fc3207304,"A global gym decides to replace all of its cardio machines.  They have 20 gyms.  Each gym has 10 bikes, 5 treadmills, and 5 elliptical machines.  The bikes cost $700 each.  The treadmills cost 50% more than that.  The elliptical machines are twice as expensive as the treadmills.  How much does it cost to replace everything?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: A global gym decides to replace all of its cardio machines.  They have 20 gyms.  Each gym has 10 bikes, 5 treadmills, and 5 elliptical machines.  The bikes cost $700 each.  The treadmills cost 50% more than that.  The elliptical machines are twice as expensive as the treadmills.  How much does it cost to replace everything?  Given that we know the answer to the following questions: How many treadmills and elliptical machines does the gym need to buy in total? What is the cost of each treadmill?  Next subquestion:",What is the cost of each elliptical machine?,What is the cost of each elliptical machine?,What is the cost of each elliptical machine?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
1b190ed53f04f7f8e980,b82aa0ceb090a896,"There are three dogs in the backyard. They like apples, blueberries, and bonnies. The first dog, which likes apples, eats 3 times as many apples as the number of blueberries eaten by the second dog that likes blueberries. The dog that likes blueberries eats 3/4 times as many blueberries as the number of bonnies eaten by the third dog. If the dog that likes bonnies ate 60 of them, calculate the total number of fruits eaten by the three dogs?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: There are three dogs in the backyard. They like apples, blueberries, and bonnies. The first dog, which likes apples, eats 3 times as many apples as the number of blueberries eaten by the second dog that likes blueberries. The dog that likes blueberries eats 3/4 times as many blueberries as the number of bonnies eaten by the third dog. If the dog that likes bonnies ate 60 of them, calculate the total number of fruits eaten by the three dogs?  Given that we know the answer to the following questions: How many blueberries did the dog that likes blueberries eat? How many apples did the dog that likes apples eat?  Next subquestion:",How many fruits did the dog that likes bonnies and the one that likes blueberries eat in total?,How many fruits did the dog that likes bonnies and the one that likes blueberries eat in total?,How many fruits did the dog that likes bonnies and the one that likes blueberries eat in total?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
31d7d371aa0006ec11b4,b2b289ab9ce89693,Tom uses 10 weight plates each weighing 30 pounds on an exercise machine.  This exercise machine uses special technology to make the weights 20% heavier on the lowering portion.  How heavy did the weights feel when being lowered?,"You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Tom uses 10 weight plates each weighing 30 pounds on an exercise machine.  This exercise machine uses special technology to make the weights 20% heavier on the lowering portion.  How heavy did the weights feel when being lowered?  Given that we know the answer to the following questions: What is the total weight of the 10 weight plates in pounds?  Next subquestion:",How much additional weight was added due to the special technology in pounds?,How much additional weight was added due to the special technology in pounds?,How much additional weight was added due to the special technology in pounds?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
54a43c7b4fcc1e0d7567,8e89722a9fc45c55,"Maria is baking cookies for Sally. Sally says that she wants 1/4 of her cookies to have nuts in them, 40% to have chocolate chips in them, and the remainder to have nuts and chocolate chips in them. When she adds nuts to the cookies, she uses 2 nuts per cookie. If she makes 60 cookies, how many nuts does she need?","You are given a math word problem.
  Your task is to produce the one subquestion you need to answer in order to solve the problem. Do not solve the full problem. Do not output anything except the subquestion.
  Problem: Maria is baking cookies for Sally. Sally says that she wants 1/4 of her cookies to have nuts in them, 40% to have chocolate chips in them, and the remainder to have nuts and chocolate chips in them. When she adds nuts to the cookies, she uses 2 nuts per cookie. If she makes 60 cookies, how many nuts does she need?  Only subquestion:",What percentage of the cookies have both nuts and chocolate chips?,What percentage of the cookies have both nuts and chocolate chips?,What percentage of the cookies have both nuts and chocolate chips?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
77229bd0853b5a6365a0,6ed793443400159d,"A farmer is selling ducks and chickens at the market. He sells ducks for $10 and chickens for $8. He sells 5 chickens and some ducks. He then spends half his earnings on a new wheelbarrow. After buying it, someone sees it and agrees to pay the farmer double what the farmer paid and the farmer earns another $60. How many ducks did the farmer sell?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: A farmer is selling ducks and chickens at the market. He sells ducks for $10 and chickens for $8. He sells 5 chickens and some ducks. He then spends half his earnings on a new wheelbarrow. After buying it, someone sees it and agrees to pay the farmer double what the farmer paid and the farmer earns another $60. How many ducks did the farmer sell?  Given that we know the answer to the following questions: How much did the wheelbarrow cost? How much did the farmer earn from selling fowl?  Next subquestion:",How much did the farmer earn from selling 5 chickens?,How much did the farmer earn from selling 5 chickens?,How much did the farmer earn from selling 5 chickens?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
8b5a6013179a62b59eb9,856ef7c92118f754,"Geli is committed to her 3 times a week workout. On her first day, she started doing 10 push-ups. Her fitness trainer encouraged her to add 5 more push-ups each day. How many push-ups will she do in total throughout her first week?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Geli is committed to her 3 times a week workout. On her first day, she started doing 10 push-ups. Her fitness trainer encouraged her to add 5 more push-ups each day. How many push-ups will she do in total throughout her first week?  Given that we know the answer to the following questions: How many push-ups will Geli do on the second day?  Next subquestion:",How many push-ups will Geli do on the third day?,How many push-ups will Geli do on the third day?,How many push-ups will Geli do on the third day?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
3d8500347417de6bc84a,aa79a32a089ad640,"A construction company is building 2 apartment buildings with 12 floors each. The apartments are almost ready to sell but all of them need doors to be completed. Each floor has 6 apartments, and each apartment needs 7 doors in total. How many doors does the company need to buy?","You are given a math word problem.
  Your task is to produce the one subquestion you need to answer in order to solve the problem. Do not solve the full problem. Do not output anything except the subquestion.
  Problem: A construction company is building 2 apartment buildings with 12 floors each. The apartments are almost ready to sell but all of them need doors to be completed. Each floor has 6 apartments, and each apartment needs 7 doors in total. How many doors does the company need to buy?  Only subquestion:",How many apartments are there in total across both buildings?,How many apartments are there in total across both buildings?,How many apartments are there in total across both buildings?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
9c3a60b507473373c621,a5a2ab462c15e7fb,"At a UFO convention, there are 120 conference attendees. If there are 4 more male attendees than female attendees, how many male attendees are there?","You are given a math word problem.
  Your task is to produce the one subquestion you need to answer in order to solve the problem. Do not solve the full problem. Do not output anything except the subquestion.
  Problem: At a UFO convention, there are 120 conference attendees. If there are 4 more male attendees than female attendees, how many male attendees are there?  Only subquestion:",How many female attendees are there if there are 4 more male attendees than female attendees?,How many female attendees are there if there are 4 more male attendees than female attendees?,How many female attendees are there if there are 4 more male attendees than female attendees?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
9004a1e7b9f1cc01d5ab,bb24328e43920dd8,"James goes out to eat.  He orders a steak and egg meal for $16.  He is with his friend, who orders chicken fried steak for $14.  His friend pays for half the bill and James pays the tip along with his half of the bill. They tip 20%.  How much did James pay?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: James goes out to eat.  He orders a steak and egg meal for $16.  He is with his friend, who orders chicken fried steak for $14.  His friend pays for half the bill and James pays the tip along with his half of the bill. They tip 20%.  How much did James pay?  Given that we know the answer to the following questions: What is the total cost of both meals? How much did each person pay for the meal?  Next subquestion:",How much was the tip based on the total cost of the meals?,How much was the tip based on the total cost of the meals?,How much was the tip based on the total cost of the meals?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
d83b733762c4a9d8cf6d,f76e51f53df6e611,John attends a protest for 4 days.  He then attends a second protest for 25% longer than the first.  How many days did he spend protesting?,"You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: John attends a protest for 4 days.  He then attends a second protest for 25% longer than the first.  How many days did he spend protesting?  Given that we know the answer to the following questions: How many days longer was the second protest compared to the first?  Next subquestion:",How many days was the second protest in total?,How many days was the second protest in total?,How many days was the second protest in total?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
c72adaa49b13e887692f,e5c9ba271f14254f,"Josh has 9 dollars. He spent $1.75 on a drink, and then spent another $1.25. How much money, in dollars, does Josh have left?","You are given a math word problem.
  Your task is to produce the one subquestion you need to answer in order to solve the problem. Do not solve the full problem. Do not output anything except the subquestion.
  Problem: Josh has 9 dollars. He spent $1.75 on a drink, and then spent another $1.25. How much money, in dollars, does Josh have left?  Only subquestion:",How much money did Josh spend in total on the drink and another item?,How much money did Josh spend in total on the drink and another item?,How much money did Josh spend in total on the drink and another item?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
48d3c2cda5044321b550,37413c70c9a9e012,Cathy has $12 left in her wallet. Her dad sent her $25 for her weekly consumption while her mom sent her twice the amount her dad sent her. How much money does Cathy have now?,"You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Cathy has $12 left in her wallet. Her dad sent her $25 for her weekly consumption while her mom sent her twice the amount her dad sent her. How much money does Cathy have now?  Given that we know the answer to the following questions: How much money did Cathy's mom send her?  Next subquestion:",How much money does Cathy have after her dad sent her $25?,How much money does Cathy have after her dad sent her $25?,How much money does Cathy have after her dad sent her $25?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
51fefcaf2cccc1ed4007,e44e6ff72ddd3b17,"Erin counts six trolls hiding by the path in the forest, 6 less than four times that number of trolls hiding under the bridge, and half as many trolls hiding in the plains as under the bridge. How many trolls did she count in total?","You are given a math word problem and some intermediate reasoning steps that are already solved.
  Your task is to produce exactly one next subquestion that should be asked to continue solving the
  problem. Do not solve the full problem. Do not output anything except the next subquestion.
  Problem: Erin counts six trolls hiding by the path in the forest, 6 less than four times that number of trolls hiding under the bridge, and half as many trolls hiding in the plains as under the bridge. How many trolls did she count in total?  Given that we know the answer to the following questions: How many trolls are hiding under the bridge if it is four times the number of trolls in the forest minus 6? How many trolls are hiding under the bridge?  Next subquestion:",How many trolls are hiding in the plains?,How many trolls are hiding in the plains?,How many trolls are hiding in the plains?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
498cb9693bce354e9711,8d17a16b4d6ec802,"Jimmy has 18 cards. Jimmy gives three cards to Bob. If Jimmy gives Mary twice as many cards as he gave to Bob, how many cards does Jimmy have left?","You are given a math word problem.
  Your task is to produce the one subquestion you need to answer in order to solve the problem. Do not solve the full problem. Do not output anything except the subquestion.
  Problem: Jimmy has 18 cards. Jimmy gives three cards to Bob. If Jimmy gives Mary twice as many cards as he gave to Bob, how many cards does Jimmy have left?  Only subquestion:",How many cards does Mary receive from Jimmy?,How many cards does Mary receive from Jimmy?,How many cards does Mary receive from Jimmy?,gold_copy,gold,gold,gold,,,gold,,,1.0,YES,Exact copy of reference.,
